nprocs,POSIX_OPENS,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH,POSIX_FILENOS,POSIX_MEM_ALIGNMENT,POSIX_FILE_ALIGNMENT,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_FILE_NOT_ALIGNED,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_ACCESS1_ACCESS,POSIX_ACCESS2_ACCESS,POSIX_ACCESS3_ACCESS,POSIX_ACCESS4_ACCESS,POSIX_ACCESS1_COUNT,POSIX_ACCESS2_COUNT,POSIX_ACCESS3_COUNT,POSIX_ACCESS4_COUNT,tag
1.8129133566428555,1.8195439355418688,4.816486557381031,0.3010299956639812,0.0,0.9542425094393249,6.020600327454919,1.3222192947339193,1.8920946026904804,0.6989700043360189,0.0,7.316409893318313,7.6201846369987605,0.0,1.255272505103306,1.3222192947339193,1.8750612633917,1.6127838567197355,0.0,1.9822712330395684,0.0,0.0,0.0,1.3222192947339193,0.8450980400142568,1.4913616938342726,0.3010299956639812,0.0,1.6127838567197355,6.025758360964811,6.026595769014597,3.311541958401195,3.461948495203762,1.462397997898956,0.9542425094393249,0.47712125471966244,0.3010299956639812,6.020600327454919,6.015380295878689,1.6901960800285136,2.5118833609788744,1.3222192947339193,1.6127838567197355,0.47712125471966244,0.6020599913279624,1.4709488365199905
