iter	RMSE
0	0.04714319525
1	0.04526251117
2	0.04347538996
3	0.04177273284
4	0.0401627908
5	0.03869637377
6	0.03727358596
7	0.03592143499
8	0.03464189029
9	0.03344405681
10	0.03232427303
11	0.03125947928
12	0.03025052207
13	0.02932149352
14	0.0284184411
15	0.02758358353
16	0.02678210843
17	0.02606887443
18	0.02533885393
19	0.02473212361
20	0.02412428598
21	0.02352876879
22	0.02298091306
23	0.02249902368
24	0.0220156316
25	0.02158715865
26	0.02117606316
27	0.02076037943
28	0.0203890743
29	0.02005826223
30	0.01972619659
31	0.01941762214
32	0.01913326134
33	0.01883889925
34	0.01857381903
35	0.01830799692
36	0.01806386044
37	0.01784110015
38	0.01763040407
39	0.01743861604
40	0.01724959828
41	0.01708262807
42	0.01690853839
43	0.01675655716
44	0.01660056848
45	0.01645793039
46	0.01632519583
47	0.01619692055
48	0.01607539304
49	0.01596999223
50	0.01586196666
51	0.01577142657
52	0.01568219817
53	0.01558948053
54	0.01550671966
55	0.01542516093
56	0.01534208734
57	0.01527131719
58	0.01520701644
59	0.01514952408
60	0.01508658135
61	0.01502731551
62	0.0149676475
63	0.01491178765
64	0.01486245028
65	0.01479947487
66	0.01475090648
67	0.014695596
68	0.01465396476
69	0.01461997086
70	0.01457295761
71	0.01453208186
72	0.01449518593
73	0.01445052073
74	0.0144101395
75	0.01437532481
76	0.01434186537
77	0.01431030683
78	0.01428486339
79	0.01425278165
80	0.01422943408
81	0.0141984082
82	0.01418000794
83	0.0141579766
84	0.0141357178
85	0.01410712882
86	0.0140812266
87	0.01405920372
88	0.01403936738
89	0.01401875028
90	0.01399739446
91	0.01397556328
92	0.01394989559
93	0.01392646658
94	0.01391022049
95	0.01389232465
96	0.01387165414
97	0.01385065933
98	0.01383159239
99	0.01380172203
100	0.01378448172
101	0.01376967011
102	0.01375267454
103	0.01373558688
104	0.0137143236
105	0.01369633603
106	0.01367814703
107	0.01366316603
108	0.01364226324
109	0.01361960192
110	0.01360795583
111	0.01359064916
112	0.01357082013
113	0.01355717807
114	0.01354347689
115	0.01352936533
116	0.01351211568
117	0.01349559226
118	0.01347683951
119	0.01346547289
120	0.01345115147
121	0.01343744837
122	0.01342003738
123	0.01340363722
124	0.01338886865
125	0.01337128068
126	0.01335008971
127	0.01333285454
128	0.01332022822
129	0.0133036618
130	0.01328919802
131	0.01326794789
132	0.01325728994
133	0.01324446935
134	0.01322610469
135	0.0132170905
136	0.01320515235
137	0.01319409603
138	0.01317786434
139	0.01316356672
140	0.01314826501
141	0.01313294931
142	0.01312168875
143	0.01310875475
144	0.01309325123
145	0.013077249
146	0.0130680975
147	0.0130538626
148	0.01304486298
149	0.01303400691
150	0.01302336997
151	0.01301074926
152	0.01300138942
153	0.01298860304
154	0.01297767013
155	0.01296451889
156	0.01294853174
157	0.01294112123
158	0.01293256892
159	0.01291837933
160	0.01290780362
161	0.0128984893
162	0.01288456407
163	0.01287230339
164	0.01285951579
165	0.01284976126
166	0.01283753616
167	0.01282801867
168	0.01282128028
169	0.01280914183
170	0.01280082848
171	0.01278696357
172	0.01277555488
173	0.01276731182
174	0.01275335106
175	0.01274363659
176	0.01273407386
177	0.01272369642
178	0.01271584517
179	0.01270786357
180	0.0126957585
181	0.01268728541
182	0.01267742082
183	0.0126659074
184	0.01265456361
185	0.01264568534
186	0.01263654984
187	0.01262939077
188	0.01262066289
189	0.01261061568
190	0.01260175848
191	0.01259145949
192	0.0125828173
193	0.01257611795
194	0.01256687617
195	0.01256117015
196	0.01255282616
197	0.01254404861
198	0.01253683188
199	0.01252850286
200	0.01251998057
201	0.01251145415
202	0.01250375909
203	0.01249330089
204	0.01248479114
205	0.01247502867
206	0.01246864956
207	0.01245850654
208	0.01245123359
209	0.0124451603
210	0.01243727766
211	0.01242893394
212	0.01241936528
213	0.01241235394
214	0.01240117758
215	0.01239325829
216	0.0123854675
217	0.01238208392
218	0.0123746456
219	0.01236756617
220	0.01235529108
221	0.01234745969
222	0.01233924142
223	0.01232866783
224	0.01232255163
225	0.01231509688
226	0.01230676192
227	0.01229905037
228	0.01229242844
229	0.01228425207
230	0.01227664799
231	0.01227004986
232	0.01226118755
233	0.01225229898
234	0.01224479947
235	0.01223419212
236	0.01222322038
237	0.01221424089
238	0.01220683087
239	0.01219967544
240	0.01218898606
241	0.01218192798
242	0.01217503754
243	0.01216636943
244	0.01215863619
245	0.01215227107
246	0.01214207503
247	0.01213290564
248	0.01212324941
249	0.01211589315
250	0.01210942301
251	0.01210211861
252	0.01209487235
253	0.01208645796
254	0.01208007573
255	0.01207358461
256	0.01206617978
257	0.01205921894
258	0.01205328597
259	0.01204492876
260	0.01203915456
261	0.01203418791
262	0.01202784058
263	0.01202075273
264	0.01201453194
265	0.01200771453
266	0.01200120792
267	0.01199665103
268	0.01199051994
269	0.01198473383
270	0.01197888725
271	0.01197356563
272	0.01196897607
273	0.01196307089
274	0.01195793358
275	0.01194843338
276	0.01194227501
277	0.01193540783
278	0.01192758959
279	0.01191948203
280	0.0119123443
281	0.01190270397
282	0.01189789857
283	0.01189230222
284	0.01188726045
285	0.01188099178
286	0.01187294772
287	0.01186787536
288	0.01186118578
289	0.01185605637
290	0.01185124024
291	0.01184614589
292	0.01184104954
293	0.01183579101
294	0.01182915948
295	0.01182139294
296	0.01181552876
297	0.01180831188
298	0.01180360014
299	0.01179660376
300	0.01179145666
301	0.01178681968
302	0.01177869292
303	0.01177272608
304	0.01176834468
305	0.01176327028
306	0.01175778756
307	0.0117502108
308	0.01174552032
309	0.01174037236
310	0.01173615597
311	0.01173114537
312	0.01172706166
313	0.01172245942
314	0.01171681841
315	0.0117106389
316	0.01170602859
317	0.01170186818
318	0.0116962087
319	0.01169018313
320	0.01168602791
321	0.01168128386
322	0.01167671997
323	0.01167315129
324	0.01166723801
325	0.0116624044
326	0.0116576849
327	0.01165386762
328	0.01165018059
329	0.01164575798
330	0.01164189701
331	0.01163819625
332	0.01163231709
333	0.01162835317
334	0.01162281133
335	0.01161716948
336	0.01161289125
337	0.01160719189
338	0.0116019899
339	0.01159748952
340	0.01159286124
341	0.01158675036
342	0.01158141151
343	0.01157591642
344	0.01157240885
345	0.01156609201
346	0.01156098721
347	0.01155389799
348	0.01155014428
349	0.01154676509
350	0.01154039907
351	0.01153406793
352	0.01152857133
353	0.0115252631
354	0.01152207773
355	0.0115171394
356	0.01151333871
357	0.01150823083
358	0.0115049889
359	0.01150002025
360	0.01149426115
361	0.01148918017
362	0.01148459137
363	0.01148051253
364	0.01147637759
365	0.01147225743
366	0.0114689062
367	0.0114653274
368	0.0114600566
369	0.01145480259
370	0.01145149424
371	0.01144750312
372	0.01144352278
373	0.01143912723
374	0.01143286109
375	0.01142965971
376	0.01142490595
377	0.01142029179
378	0.01141635241
379	0.01141114257
380	0.01140701468
381	0.01140297217
382	0.01139845525
383	0.01139335363
384	0.01139042301
385	0.01138700231
386	0.01138337308
387	0.01137830477
388	0.01137404604
389	0.01136879942
390	0.01136545488
391	0.01136209269
392	0.01135728467
393	0.01135359834
394	0.0113500233
395	0.01134682285
396	0.01134344767
397	0.01133967323
398	0.01133576326
399	0.01133137981
400	0.01132653736
401	0.01132147543
402	0.01131755494
403	0.01131431457
404	0.01130989463
405	0.01130705505
406	0.01130391504
407	0.01130060932
408	0.01129629352
409	0.01129306029
410	0.01128913614
411	0.01128400052
412	0.0112805449
413	0.01127573238
414	0.01127080103
415	0.01126740641
416	0.01126249496
417	0.01125867866
418	0.01125517203
419	0.01125129617
420	0.01124659534
421	0.01124224895
422	0.01123696335
423	0.01123345923
424	0.01123010256
425	0.01122648633
426	0.01122341817
427	0.01121865142
428	0.01121329227
429	0.01120992547
430	0.01120531818
431	0.01120076742
432	0.0111982531
433	0.01119301051
434	0.01118874404
435	0.01118581171
436	0.01118114802
437	0.01117818772
438	0.01117305337
439	0.01116793381
440	0.01116359109
441	0.01116109386
442	0.01115904523
443	0.01115558655
444	0.01115286419
445	0.01114829493
446	0.01114417591
447	0.01114105135
448	0.01113470217
449	0.01112988777
450	0.01112626364
451	0.01112225496
452	0.01111871511
453	0.01111680696
454	0.01111264294
455	0.01110915939
456	0.01110572116
457	0.01110056832
458	0.01109659115
459	0.01109407808
460	0.01109148043
461	0.01108881893
462	0.01108553519
463	0.01108298598
464	0.01107922456
465	0.01107569989
466	0.01107193079
467	0.01106810848
468	0.01106459078
469	0.01106066373
470	0.0110560755
471	0.0110525418
472	0.01104925941
473	0.01104554975
474	0.0110426883
475	0.01103990045
476	0.01103664342
477	0.01103259107
478	0.01102993076
479	0.01102644647
480	0.01102210716
481	0.0110185727
482	0.01101498518
483	0.01101198925
484	0.01100994259
485	0.01100722035
486	0.01100364999
487	0.01100043729
488	0.01099815536
489	0.0109956866
490	0.01099221562
491	0.0109893487
492	0.01098702495
493	0.01098383618
494	0.01097845494
495	0.01097678465
496	0.01097397894
497	0.01097074053
498	0.01096852686
499	0.01096438842
500	0.01096046558
501	0.01095788734
502	0.01095528947
503	0.01095297128
504	0.01094972414
505	0.01094443057
506	0.01094086638
507	0.01093722996
508	0.01093448693
509	0.01093113025
510	0.01092705342
511	0.01092313874
512	0.01091908972
513	0.01091546386
514	0.01091202426
515	0.01090937037
516	0.01090660778
517	0.01090424953
518	0.01090054509
519	0.01089619443
520	0.01089393404
521	0.01089097402
522	0.01088787117
523	0.01088477154
524	0.01088202743
525	0.01087961468
526	0.01087647171
527	0.01087423972
528	0.01087141096
529	0.01086894187
530	0.01086547188
531	0.0108624768
532	0.01086000261
533	0.01085729035
534	0.01085388246
535	0.01085173835
536	0.01084908442
537	0.01084678004
538	0.0108430716
539	0.01084104324
540	0.01083788788
541	0.01083521892
542	0.0108314346
543	0.01082857262
544	0.01082534699
545	0.01082209
546	0.01081919209
547	0.0108162945
548	0.01081345749
549	0.01081104177
550	0.01080937026
551	0.01080563526
552	0.01080250081
553	0.01079855206
