iter	RMSE
554	0.01079572155
555	0.01079022617
556	0.0107873878
557	0.01078539012
558	0.010783108
559	0.01077992501
560	0.01077696873
561	0.01077508164
562	0.0107722998
563	0.01076943899
564	0.01076736156
565	0.01076530949
566	0.010763054
567	0.01076037023
568	0.01075696938
569	0.01075391057
570	0.01075086707
571	0.01074862827
572	0.01074492812
573	0.01074314043
574	0.01073968589
575	0.01073622491
576	0.01073473772
577	0.01073184536
578	0.01072981777
579	0.01072708988
580	0.01072545936
581	0.01072318268
582	0.010720842
583	0.01071881907
584	0.0107165906
585	0.01071482863
586	0.01071190021
587	0.01070817775
588	0.010705721
589	0.01070337944
590	0.01070082097
591	0.01069769433
592	0.01069560295
593	0.01069121031
594	0.0106885775
595	0.01068661684
596	0.01068450249
597	0.01068229188
598	0.01067905511
599	0.01067588514
600	0.01067221024
601	0.01066990319
602	0.0106674517
603	0.01066568571
604	0.01066309822
605	0.01066074889
606	0.01065739274
607	0.01065411869
608	0.01065146825
609	0.01064899118
610	0.01064691425
611	0.01064420665
612	0.01064166518
613	0.01063871169
614	0.01063678407
615	0.0106330981
616	0.01062939607
617	0.01062739923
618	0.01062329471
619	0.01062087588
620	0.01061920172
621	0.0106160579
622	0.01061458339
623	0.01061092474
624	0.01060831076
625	0.01060671685
626	0.01060434718
627	0.01060238845
628	0.01060068237
629	0.01059830436
630	0.01059609504
631	0.01059423445
632	0.01059170692
633	0.01058983553
634	0.01058818966
635	0.01058530094
636	0.0105829965
637	0.01058013457
638	0.01057706221
639	0.01057355876
640	0.01057152146
641	0.01056986823
642	0.01056765337
643	0.01056601019
644	0.01056280405
645	0.01056003314
646	0.01055769544
647	0.0105553126
648	0.01055313045
649	0.01055077362
650	0.01054733513
651	0.01054464028
652	0.01054275816
653	0.01054049367
654	0.01053884738
655	0.01053758384
656	0.01053493594
657	0.01053341346
658	0.0105304239
659	0.01052916417
660	0.01052653287
661	0.01052443893
662	0.01052268374
663	0.01051983486
664	0.01051704453
665	0.01051534432
666	0.01051232463
667	0.01051076475
668	0.01050831494
669	0.01050589756
670	0.01050247725
671	0.0104998883
672	0.01049733053
673	0.01049465034
674	0.01049255968
675	0.01048980538
676	0.01048828549
677	0.01048557307
678	0.01048304226
679	0.01048097489
680	0.01047883401
681	0.01047639424
682	0.01047390581
683	0.01047224827
684	0.01046981416
685	0.0104672839
686	0.01046463262
687	0.01046337588
688	0.01046099247
689	0.01045734139
690	0.01045461347
691	0.01045206819
692	0.01044978453
693	0.01044818016
694	0.01044534235
695	0.01044378269
696	0.01044252734
697	0.01044095287
698	0.01043809204
699	0.01043659803
700	0.01043369915
701	0.01043123714
702	0.01042871596
703	0.01042563936
704	0.01042344683
705	0.01042049543
706	0.01041759867
707	0.01041546708
708	0.01041288422
709	0.01041091625
710	0.01040842065
711	0.01040542481
712	0.0104029522
713	0.01040072419
714	0.01039870983
715	0.01039750615
716	0.01039633592
717	0.01039451833
718	0.01039108055
719	0.0103894041
720	0.01038721117
721	0.01038417852
722	0.01038194032
723	0.01037831427
724	0.01037549911
725	0.01037349804
726	0.01037182482
727	0.01036995882
728	0.0103685215
729	0.01036610547
730	0.0103641405
731	0.01036217925
732	0.01036073878
733	0.0103581779
734	0.01035603501
735	0.01035403877
736	0.01035285049
737	0.01034993943
738	0.01034830264
739	0.01034612145
740	0.0103445128
741	0.01034341686
742	0.01034162166
743	0.01034050848
744	0.01033818867
745	0.0103352039
746	0.01033304671
747	0.01033105549
748	0.01032902353
749	0.0103266591
750	0.01032348358
751	0.01032148541
752	0.01031990044
753	0.01031824721
754	0.01031572997
755	0.01031387532
756	0.01031130552
757	0.01030896064
758	0.01030744589
759	0.01030464221
760	0.01030283042
761	0.01029981358
762	0.01029813704
763	0.010297143
764	0.0102951639
765	0.01029404673
766	0.01029221138
767	0.01028963752
768	0.01028763805
769	0.01028572618
770	0.01028373954
771	0.01028179009
772	0.01027966875
773	0.01027759178
774	0.01027628153
775	0.01027464477
776	0.01027244377
777	0.01027081
778	0.01026902114
779	0.01026690709
780	0.01026443865
781	0.01026252345
782	0.01026102737
783	0.01025926719
784	0.01025741116
785	0.01025565373
786	0.01025269359
787	0.01024999148
788	0.01024873728
789	0.01024599359
790	0.01024476623
791	0.01024234485
792	0.01024070334
793	0.01023853115
794	0.01023735391
795	0.01023594792
796	0.0102344995
797	0.01023240173
798	0.0102307484
799	0.01022960884
800	0.01022812405
801	0.01022648309
802	0.01022539408
803	0.01022280014
804	0.01022016855
805	0.01021812428
806	0.01021613106
807	0.01021441865
808	0.01021197607
809	0.01021077005
810	0.01020906031
811	0.01020698114
812	0.01020505419
813	0.01020324401
814	0.01020174252
815	0.01019979703
816	0.01019674418
817	0.01019497633
818	0.01019300407
819	0.01019126987
820	0.01018945396
821	0.01018828039
822	0.01018635273
823	0.01018527939
824	0.01018295622
825	0.01018144966
826	0.0101790896
827	0.01017718812
828	0.01017516896
829	0.01017336659
830	0.01017120438
831	0.01016980996
832	0.01016742489
833	0.01016541029
834	0.01016415964
835	0.01016314121
836	0.01016138862
837	0.01016001426
838	0.01015823583
839	0.01015600841
840	0.01015351265
841	0.01015173367
842	0.01014982374
843	0.01014821705
844	0.01014691431
845	0.01014568284
846	0.01014346701
847	0.0101421604
848	0.01014094919
849	0.01013887605
850	0.01013679373
851	0.01013508485
852	0.01013369038
853	0.01013231809
854	0.01012955226
855	0.0101276416
856	0.01012541905
857	0.01012333824
858	0.01012156293
859	0.01012047084
860	0.01011793419
861	0.0101156644
862	0.01011307034
863	0.01011157452
864	0.01010960313
865	0.01010796914
866	0.01010584515
867	0.01010446016
868	0.01010309764
869	0.01010077913
870	0.01009835111
871	0.01009650725
872	0.01009495271
873	0.01009300671
874	0.01009172681
875	0.0100891706
876	0.01008764235
877	0.01008552631
878	0.01008399463
879	0.01008191245
880	0.01007974139
881	0.01007699603
882	0.0100758668
883	0.01007406805
884	0.01007186022
885	0.01006977472
886	0.01006855183
887	0.0100670881
888	0.01006580739
889	0.01006448326
890	0.0100621716
891	0.01006052624
892	0.0100587375
893	0.01005712424
894	0.01005553547
895	0.0100538275
896	0.01005220719
897	0.01005035772
898	0.01004861985
899	0.01004597607
900	0.01004427848
901	0.01004284133
902	0.01004169769
903	0.01003991944
904	0.01003798593
905	0.01003626618
906	0.01003485603
907	0.01003285155
908	0.01003052171
909	0.01002800577
910	0.01002609005
911	0.01002434091
912	0.01002318502
913	0.01002103485
914	0.01001925539
915	0.01001737949
916	0.01001558992
917	0.0100132764
918	0.01001183923
919	0.01001059337
920	0.01000870434
921	0.0100075071
922	0.01000557698
923	0.01000393473
924	0.0100017767
925	0.01000016269
926	0.009998271449
927	0.009996186828
928	0.009994185798
929	0.009993139839
930	0.009991771985
931	0.009990272118
932	0.009988548586
933	0.009986560887
934	0.009985237728
935	0.009983894061
936	0.009982124612
937	0.009981055602
938	0.009978770876
939	0.009977017606
940	0.009975597807
941	0.009974282334
942	0.009973328935
943	0.00997144867
944	0.009970247816
945	0.009968505435
946	0.009966942709
947	0.00996420142
948	0.009962759819
949	0.009961529833
950	0.00996023135
951	0.009959091227
952	0.009957361343
953	0.009956070299
954	0.009954463188
955	0.009953010494
956	0.009951531203
957	0.009949249056
958	0.009947050299
959	0.009945560977
960	0.009943923485
961	0.009941750427
962	0.009940033454
963	0.009938417179
964	0.009936561034
965	0.009934995625
966	0.009933825358
967	0.009932727052
968	0.009931377102
969	0.00992993051
970	0.009928042869
971	0.0099260893
972	0.009924438986
973	0.009922515046
974	0.00992078227
975	0.009919463959
976	0.009917929128
977	0.009916017841
978	0.009914481509
979	0.009913018869
980	0.009911448271
981	0.009909680863
982	0.009907376654
983	0.009905455509
984	0.009904498859
985	0.009902825262
986	0.009901152488
987	0.009899961101
988	0.00989753428
989	0.00989614919
990	0.009894268829
991	0.009892498106
992	0.009891245112
993	0.009889852441
994	0.00988860739
995	0.009886894785
996	0.009885445536
997	0.009883747415
998	0.009881947029
999	0.009880059119
