,nprocs,POSIX_OPENS,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH,POSIX_FILENOS,POSIX_MEM_ALIGNMENT,POSIX_FILE_ALIGNMENT,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_FILE_NOT_ALIGNED,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_ACCESS1_ACCESS,POSIX_ACCESS2_ACCESS,POSIX_ACCESS3_ACCESS,POSIX_ACCESS4_ACCESS,POSIX_ACCESS1_COUNT,POSIX_ACCESS2_COUNT,POSIX_ACCESS3_COUNT,POSIX_ACCESS4_COUNT
nprocs,1.0,0.41133736520844116,0.12141919253370409,0.14152787993229304,0.0661590130914756,,0.2642302074817588,0.31748019089441204,0.23402097856221757,0.34163145645543824,0.28320393963349677,0.042304255162969484,0.1219049856734812,0.3088465932139096,0.21488430110997772,0.3282160561203889,0.228852495128533,0.11048816358533219,0.340259563430937,0.2952810938866743,0.265899108820752,0.07794392686795801,0.3555597644248219,-0.15325523019384582,0.17479475139167053,0.13557312439975974,-0.24032524600574642,-0.07117457909399665,-0.08826375372398193,-0.1453086838893241,-0.19014137652418556,-0.2197794374223209,-0.31317201416195223,-0.14917636128848016,-0.16704770588781664,-0.19403439160432995,-0.26415962670922905,-0.11844346004864371,0.14370978994570677,0.26378603573117,0.22860770570998937,0.27651023386957835,0.3559520547382752,0.34065597225339644,0.3133895192930213
POSIX_OPENS,0.41133736520844116,1.0,-0.3545401743581015,-0.37030491777346547,0.6036021738377537,,-0.06943978096889214,0.735341943154018,0.6242154224334111,0.6202318519013083,0.6876971533728728,0.38961832839633936,0.3067657162718858,0.7419293621312254,0.6420032464910408,0.7371549924938517,0.6295579160334207,0.14499885403163476,0.7556583253410485,0.6989701358121283,0.6769220849005185,0.5410491423454848,0.7235919123983618,-0.01573599874461848,0.5925825568374992,0.592169019026545,-0.10812073555483227,-0.0945373176571252,0.08987625511731374,-0.311290621273184,-0.30906733676778886,-0.2803714366158069,-0.22466291075105901,-0.3216055397337751,-0.2811701242481822,-0.2618744429491612,-0.20216440551051856,-0.10007497838281927,-0.08677520460272603,0.12917662666600652,0.09809608844870979,0.617864873692321,0.6399974840545964,0.6494970836378358,0.6957705566807313
LUSTRE_STRIPE_SIZE,0.12141919253370409,-0.3545401743581015,1.0,0.8907372382764638,-0.2785594143485989,,0.11766118762639773,-0.43766414149800925,-0.44696704391232234,-0.31406706552196606,-0.44892977066248707,-0.2533690909649113,-0.24464528480704031,-0.4548803224727253,-0.4631290505857139,-0.4356024636307951,-0.4462119905529246,-0.20662844372059608,-0.4370106904804986,-0.4623463196945973,-0.43653549167989114,-0.27028916791203844,-0.460607470947585,-0.13066286999833635,-0.45876953363660644,-0.424285026425198,-0.06486901803007797,-0.17921319464263935,-0.17332759378912307,0.23556848753108367,0.10287072468420908,0.045888797654587456,-0.06386236491157085,0.07923676117443201,0.07837788832586383,0.045144887098857174,-0.06835421349449942,0.17809681792126625,0.22702735660705772,0.10061754004846257,-0.04425378644293831,-0.4070479097483926,-0.4326714386428397,-0.45220261305735937,-0.44506744000126436
LUSTRE_STRIPE_WIDTH,0.14152787993229304,-0.37030491777346547,0.8907372382764638,1.0,-0.28711316977673906,,0.12973066800694613,-0.4489079937197076,-0.45970285396306504,-0.31115787894444313,-0.4698115629276763,-0.2370613947720254,-0.2394248105222827,-0.4770065504936934,-0.48516574544675634,-0.4457024211518842,-0.45897593920313257,-0.2004554908600214,-0.46844630606816756,-0.48458305130078844,-0.4644076757330654,-0.2828803703128118,-0.4905183879780515,-0.06644018189602224,-0.48443676030946176,-0.44726624263109754,-0.05415938277705721,-0.1784266429456575,-0.1340582174935306,0.26237507555137557,0.1301235235071311,0.06773825897938915,-0.031119038841245228,0.12417061536317625,0.10422473292710895,0.07112830487388859,-0.028724182218390553,0.20499856909143374,0.22561577563087534,0.10154628799434406,-0.0501610667593591,-0.40634891244322474,-0.4468382874776185,-0.47735003578892615,-0.47020321403241055
POSIX_FILENOS,0.0661590130914756,0.6036021738377537,-0.2785594143485989,-0.28711316977673906,1.0,,-0.3037106796219651,0.1300425012155241,0.1920370414473218,0.02058995985752752,0.08967392977558232,0.3563200535429628,0.37237252026784173,0.14713318671361983,0.20950738078484088,0.14135288006679203,0.19552526744901425,0.32866999035589817,0.18064776790454504,0.1741209989083902,0.06694893095377455,0.085162955570308,0.19328820288756982,0.2934741362961519,0.1464892408018875,0.22032986469314347,0.2595147948355499,0.24201173268441273,0.34331238206689996,0.1263620189118684,0.1059270100179506,0.1372852860553449,0.17664852375839293,0.12584091737050784,0.12355674194180388,0.14038439338393616,0.17657673735649437,0.013648646009658963,-0.0034892929042834022,0.013938707396270315,0.05142019202399569,0.11767967450567579,0.13493643140677664,0.13675161765674496,0.1707405362551567
POSIX_MEM_ALIGNMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_FILE_ALIGNMENT,0.2642302074817588,-0.06943978096889214,0.11766118762639773,0.12973066800694613,-0.3037106796219651,,1.0,0.008088031128414334,0.12116387426821866,-0.018949947563458653,-0.08916131367294505,-0.2879809399838672,0.06627509636060275,0.011303639494038342,0.10973770266984251,0.012701653089875038,0.11749620875552026,0.17021546729294515,0.02836867524283161,0.1253587715789544,-0.016241436387944463,-0.04210449148357897,0.019317560617939454,-0.21840030382014464,0.08367899547831635,0.04305160990994942,-0.25406458193410797,-0.1673848192677238,-0.16415527296953944,-0.18765189616730535,-0.2655656373030949,-0.2831623435071248,-0.3388053294995712,-0.12653792010116782,-0.22184184841478022,-0.2392614115432835,-0.2671650243681092,-0.19717220061840388,-0.08026340321130028,0.1610154361884637,-0.00301578822449662,0.10189271567315498,0.13920580519639378,0.11776592865215098,0.11053787246792121
POSIX_READS,0.31748019089441204,0.735341943154018,-0.43766414149800925,-0.4489079937197076,0.1300425012155241,,0.008088031128414334,1.0,0.6442661280053665,0.8628646216131509,0.8567039673012871,0.4757394984949381,0.15831376633065233,0.9826416338097553,0.6610351355919293,0.9978192624213369,0.6471288644612223,0.05175195487049441,0.8404021657661238,0.8046211174898289,0.9063025577408059,0.6727839306211162,0.9033734952796141,-0.046024132558068614,0.6987094165470413,0.6117043047748273,-0.3243258679645929,-0.1750926176722115,-0.04054203198111465,-0.3804542356795633,-0.32402816935746503,-0.2862986239175824,-0.22255204705744136,-0.3176630403532316,-0.2836155689326242,-0.26165543965845167,-0.18285056982195552,-0.14216263677594476,-0.14403305679429998,0.09208364689098303,0.09716785402686112,0.7380533450192491,0.7219500559348165,0.7399370194964549,0.7678811492810025
POSIX_WRITES,0.23402097856221757,0.6242154224334111,-0.44696704391232234,-0.45970285396306504,0.1920370414473218,,0.12116387426821866,0.6442661280053665,1.0,0.6426419412846803,0.6443155514067376,0.19463160367417026,0.5795573881466812,0.6550446049213691,0.9893707104376667,0.6429010001516304,0.9993469534874795,0.24135470546954868,0.6826155521724381,0.9054554124011421,0.6479174130921744,0.5063258890841503,0.5695176171747691,-0.05898369979213754,0.9466919160358659,0.8296500981600259,-0.13382953264697428,-0.022501802811936734,0.08582178735779947,-0.3876807050728707,-0.3644246354787363,-0.3339116834127944,-0.29112185256853784,-0.2714250138466747,-0.31641269043151377,-0.30468527527855377,-0.24918582160572267,-0.3726796532617335,-0.29832156058063203,-0.07487216801744156,-0.07754773226600639,0.7599703855181531,0.8135747137417483,0.8292561775695653,0.8258461528079611
POSIX_SEEKS,0.34163145645543824,0.6202318519013083,-0.31406706552196606,-0.31115787894444313,0.02058995985752752,,-0.018949947563458653,0.8628646216131509,0.6426419412846803,1.0,0.8613714680303213,0.4037668029171881,0.17010808291055649,0.8293447063008409,0.6356725717812088,0.8542920216806188,0.6426559091151421,-0.039775020952506984,0.6888780310769721,0.71873152941448,0.8581287927704031,0.6604759109490186,0.7258100087836333,-0.011409899802542882,0.704453120796636,0.5785044952064053,-0.3418301684741118,-0.10090318790581869,-0.08415901830956539,-0.32241405453647926,-0.3066732670487425,-0.2728744112016286,-0.22573908527323075,-0.25427776233909843,-0.2664679771602487,-0.24861218225571874,-0.19763165027180746,-0.15977249458359347,-0.11739085585156266,-0.008345904302720085,0.03465960023647369,0.6621967875898024,0.6614007575222125,0.6877598579352022,0.6830102467827175
